kmer	event_sum	flk_behaviour	my0_intactk_sum	my1_intactk_sum	otherk	my0_otherk_sum	my1_otherk_sum	event
kmer14	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842006 1868706 1899620 1974241 2155141 2399026  | StartL_sd: 153567  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363410 1847839 1882074 1981185 2206650 2294802  | StartL_sd: 174264  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807761 1816679 1816721 1849479 1817752 2297956  | StartL_sd: 97033  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313554 314606 315654 315346 315655 316714	StartL_stat: 2207726 2207726 2207726 2207726 2207726 2207726  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300474 300474 300474 300474 300474 300474	inversion
kmer139	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844245 1870944 1901859 1975079 2152902 2401265  | StartL_sd: 152242  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361171 1850078 1884314 1982049 2204411 2292563  | StartL_sd: 172214  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807938 2131442 2132494 2110622 2133536 2323022  | StartL_sd: 89709  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313552 314604 315652 315344 315653 316712	StartL_stat: 1907110 1907110 1907110 1907110 1907110 1907110  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300472 300472 300472 300472 300472 300472	inversion
kmer138	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844266 1870965 1901880 1975088 2152881 2401286  | StartL_sd: 152225  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361150 1850099 1884334 1982054 2204390 2292542  | StartL_sd: 172195  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807959 2131420 2132473 2110605 2133514 2323001  | StartL_sd: 89698  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313531 314583 315631 315323 315632 316691	StartL_stat: 1907131 1907131 1907131 1907131 1907131 1907131  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300451 300451 300451 300451 300451 300451	inversion
kmer137	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842095 1868795 1899709 1974280 2155052 2399115  | StartL_sd: 153496  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363321 1847928 1882164 1981208 2206561 2294713  | StartL_sd: 174185  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807850 1816768 1816810 1849553 1817842 2297867  | StartL_sd: 96985  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313465 314517 315565 315257 315566 316625	StartL_stat: 2207637 2207637 2207637 2207637 2207637 2207637  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300385 300385 300385 300385 300385 300385	inversion
kmer136	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844345 1871044 1901959 1975123 2152802 2401365  | StartL_sd: 152163  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361071 1850178 1884414 1982075 2204311 2292463  | StartL_sd: 172126  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1808038 2131342 2132394 2110539 2133436 2322922  | StartL_sd: 89656  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313452 314504 315552 315244 315553 316612	StartL_stat: 1907210 1907210 1907210 1907210 1907210 1907210  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300372 300372 300372 300372 300372 300372	inversion
kmer135	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844251 1870950 1901865 1975082 2152896 2401271  | StartL_sd: 152237  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361165 1850084 1884320 1982051 2204405 2292557  | StartL_sd: 172208  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807944 2131436 2132488 2110617 2133530 2323016  | StartL_sd: 89706  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313546 314598 315646 315338 315647 316706	StartL_stat: 1907116 1907116 1907116 1907116 1907116 1907116  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300466 300466 300466 300466 300466 300466	inversion
kmer134	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844310 1871009 1901924 1975108 2152837 2401330  | StartL_sd: 152190  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361106 1850143 1884378 1982066 2204346 2292498  | StartL_sd: 172157  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1808003 2131376 2132429 2110568 2133470 2322957  | StartL_sd: 89675  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313487 314539 315587 315279 315588 316647	StartL_stat: 1907175 1907175 1907175 1907175 1907175 1907175  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300407 300407 300407 300407 300407 300407	inversion
kmer133	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844271 1870970 1901885 1975090 2152876 2401291  | StartL_sd: 152221  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361145 1850104 1884340 1982056 2204385 2292537  | StartL_sd: 172191  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807964 2131416 2132468 2110600 2133510 2322996  | StartL_sd: 89695  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313526 314578 315626 315318 315627 316686	StartL_stat: 1907136 1907136 1907136 1907136 1907136 1907136  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300446 300446 300446 300446 300446 300446	inversion
kmer132	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844348 1871047 1901962 1975124 2152799 2401368  | StartL_sd: 152160  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361068 1850181 1884416 1982075 2204308 2292460  | StartL_sd: 172123  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1808041 2131338 2132391 2110537 2133432 2322919  | StartL_sd: 89654  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313449 314501 315549 315241 315550 316609	StartL_stat: 1907213 1907213 1907213 1907213 1907213 1907213  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300369 300369 300369 300369 300369 300369	inversion
kmer130	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844279 1870978 1901893 1975094 2152868 2401299  | StartL_sd: 152215  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361137 1850112 1884348 1982058 2204377 2292529  | StartL_sd: 172184  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807972 2131408 2132460 2110594 2133502 2322988  | StartL_sd: 89691  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313518 314570 315618 315310 315619 316678	StartL_stat: 1907144 1907144 1907144 1907144 1907144 1907144  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300438 300438 300438 300438 300438 300438	inversion
kmer13	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842025 1868725 1899639 1974250 2155122 2399045  | StartL_sd: 153552  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363391 1847858 1882094 1981190 2206631 2294783  | StartL_sd: 174247  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807780 1816698 1816740 1849495 1817772 2297937  | StartL_sd: 97023  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313535 314587 315635 315327 315636 316695	StartL_stat: 2207707 2207707 2207707 2207707 2207707 2207707  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300455 300455 300455 300455 300455 300455	inversion
kmer129	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842010 1868710 1899624 1974243 2155137 2399030  | StartL_sd: 153564  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363406 1847843 1882078 1981186 2206646 2294798  | StartL_sd: 174260  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807765 1816683 1816725 1849483 1817756 2297952  | StartL_sd: 97031  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313550 314602 315650 315342 315651 316710	StartL_stat: 2207722 2207722 2207722 2207722 2207722 2207722  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300470 300470 300470 300470 300470 300470	inversion
kmer128	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842043 1868743 1899657 1974257 2155104 2399063  | StartL_sd: 153537  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363373 1847876 1882112 1981195 2206613 2294765  | StartL_sd: 174231  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807798 1816716 1816758 1849510 1817790 2297919  | StartL_sd: 97013  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313517 314569 315617 315309 315618 316677	StartL_stat: 2207689 2207689 2207689 2207689 2207689 2207689  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300437 300437 300437 300437 300437 300437	inversion
kmer126	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844259 1870958 1901873 1975085 2152888 2401279  | StartL_sd: 152231  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361157 1850092 1884328 1982053 2204397 2292549  | StartL_sd: 172201  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807952 2131428 2132480 2110610 2133522 2323008  | StartL_sd: 89702  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313538 314590 315638 315330 315639 316698	StartL_stat: 1907124 1907124 1907124 1907124 1907124 1907124  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300458 300458 300458 300458 300458 300458	inversion
kmer124	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844248 1870947 1901862 1975080 2152899 2401268  | StartL_sd: 152240  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361168 1850081 1884316 1982050 2204408 2292560  | StartL_sd: 172211  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807941 2131438 2132491 2110619 2133532 2323019  | StartL_sd: 89708  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313549 314601 315649 315341 315650 316709	StartL_stat: 1907113 1907113 1907113 1907113 1907113 1907113  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300469 300469 300469 300469 300469 300469	inversion
kmer123	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844241 1870940 1901855 1975077 2152906 2401261  | StartL_sd: 152245  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361175 1850074 1884310 1982048 2204415 2292567  | StartL_sd: 172217  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807934 2131446 2132498 2110625 2133540 2323026  | StartL_sd: 89711  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313556 314608 315656 315348 315657 316716	StartL_stat: 1907106 1907106 1907106 1907106 1907106 1907106  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300476 300476 300476 300476 300476 300476	inversion
kmer122	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844322 1871021 1901936 1975113 2152825 2401342  | StartL_sd: 152181  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361094 1850155 1884390 1982069 2204334 2292486  | StartL_sd: 172146  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1808015 2131364 2132417 2110558 2133458 2322945  | StartL_sd: 89668  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313475 314527 315575 315267 315576 316635	StartL_stat: 1907187 1907187 1907187 1907187 1907187 1907187  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300395 300395 300395 300395 300395 300395	inversion
kmer121	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842069 1868769 1899683 1974269 2155078 2399089  | StartL_sd: 153517  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363347 1847902 1882138 1981202 2206587 2294739  | StartL_sd: 174208  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807824 1816742 1816784 1849531 1817816 2297893  | StartL_sd: 96999  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313491 314543 315591 315283 315592 316651	StartL_stat: 2207663 2207663 2207663 2207663 2207663 2207663  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300411 300411 300411 300411 300411 300411	inversion
kmer120	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842107 1868807 1899721 1974286 2155040 2399127  | StartL_sd: 153486  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363309 1847940 1882176 1981211 2206549 2294701  | StartL_sd: 174175  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807862 1816780 1816822 1849563 1817854 2297855  | StartL_sd: 96979  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313453 314505 315553 315245 315554 316613	StartL_stat: 2207625 2207625 2207625 2207625 2207625 2207625  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300373 300373 300373 300373 300373 300373	inversion
kmer12	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842018 1868718 1899632 1974246 2155129 2399038  | StartL_sd: 153558  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363398 1847851 1882086 1981188 2206638 2294790  | StartL_sd: 174253  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807773 1816691 1816733 1849489 1817764 2297944  | StartL_sd: 97027  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313542 314594 315642 315334 315643 316702	StartL_stat: 2207714 2207714 2207714 2207714 2207714 2207714  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300462 300462 300462 300462 300462 300462	inversion
kmer119	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844312 1871011 1901926 1975108 2152835 2401332  | StartL_sd: 152189  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361104 1850145 1884380 1982066 2204344 2292496  | StartL_sd: 172155  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1808005 2131374 2132427 2110566 2133468 2322955  | StartL_sd: 89674  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313485 314537 315585 315277 315586 316645	StartL_stat: 1907177 1907177 1907177 1907177 1907177 1907177  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300405 300405 300405 300405 300405 300405	inversion
kmer118	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844273 1870972 1901887 1975091 2152874 2401293  | StartL_sd: 152220  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361143 1850106 1884342 1982056 2204383 2292535  | StartL_sd: 172189  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807966 2131414 2132466 2110599 2133508 2322994  | StartL_sd: 89694  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313524 314576 315624 315316 315625 316684	StartL_stat: 1907138 1907138 1907138 1907138 1907138 1907138  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300444 300444 300444 300444 300444 300444	inversion
kmer117	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1841999 1868699 1899613 1974238 2155148 2399019  | StartL_sd: 153573  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363417 1847832 1882068 1981184 2206657 2294809  | StartL_sd: 174270  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807754 1816672 1816714 1849474 1817746 2297963  | StartL_sd: 97037  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313561 314613 315661 315353 315662 316721	StartL_stat: 2207733 2207733 2207733 2207733 2207733 2207733  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300481 300481 300481 300481 300481 300481	inversion
kmer116	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844281 1870980 1901895 1975095 2152866 2401301  | StartL_sd: 152213  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361135 1850114 1884350 1982058 2204375 2292527  | StartL_sd: 172182  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807974 2131406 2132458 2110592 2133500 2322986  | StartL_sd: 89690  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313516 314568 315616 315308 315617 316676	StartL_stat: 1907146 1907146 1907146 1907146 1907146 1907146  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300436 300436 300436 300436 300436 300436	inversion
kmer115	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842041 1868741 1899655 1974257 2155106 2399061  | StartL_sd: 153539  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363375 1847874 1882110 1981194 2206615 2294767  | StartL_sd: 174233  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807796 1816714 1816756 1849508 1817788 2297921  | StartL_sd: 97014  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313519 314571 315619 315311 315620 316679	StartL_stat: 2207691 2207691 2207691 2207691 2207691 2207691  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300439 300439 300439 300439 300439 300439	inversion
