genome	case_control	kmer	StartL	EndL	StartR	EndR	mybehave	intactk_orien	flk_dist
J526	0	kmer141	1900674	1900811	1902865	1902911	intact_k	intactk_fwd	2054
J527	0	kmer141	1815622	1815759	2130413	2130367	mv&flp	NA	314608
J528	0	kmer141	1900675	1900812	1902866	1902912	intact_k	intactk_fwd	2054
J529	0	kmer141	1900677	1900814	1902868	1902914	intact_k	intactk_fwd	2054
J546	0	kmer141	2175707	2175570	2173516	2173470	intact_k	intactk_rev	2054
J549	1	kmer141	2207921	2207784	2205730	2205684	intact_k	intactk_rev	2054
J567	0	kmer141	2207947	2207810	2205756	2205710	intact_k	intactk_rev	2054
J571	0	kmer141	2207967	2207830	2205776	2205730	intact_k	intactk_rev	2054
J582	0	kmer141	2209778	2209641	2207587	2207541	intact_k	intactk_rev	2054
J586	0	kmer141	2209789	2209652	2207598	2207552	intact_k	intactk_rev	2054
J588	0	kmer141	2176769	2176632	2174578	2174532	intact_k	intactk_rev	2054
J589	0	kmer141	1849935	1850072	1852126	1852172	intact_k	intactk_fwd	2054
J591	0	kmer141	2208750	2208613	2206559	2206513	intact_k	intactk_rev	2054
J592	1	kmer141	2209019	2208882	2206828	2206782	intact_k	intactk_rev	2054
J595	0	kmer141	2207702	2207565	2205511	2205465	intact_k	intactk_rev	2054
J597	0	kmer141	1816883	1817020	2133763	2133717	mv&flp	NA	316697
J598	0	kmer141	1815654	1815791	2132534	2132488	mv&flp	NA	316697
J600	0	kmer141	1899614	1899751	1901805	1901851	intact_k	intactk_fwd	2054
J601	0	kmer141	1817743	1817880	2134623	2134577	mv&flp	NA	316697
J604	0	kmer141	2153837	2153700	2151646	2151600	intact_k	intactk_rev	2054
J608	0	kmer141	1848880	1849017	1851071	1851117	intact_k	intactk_fwd	2054
J609	0	kmer141	1817753	1817890	2133584	2133538	mv&flp	NA	315648
J610	0	kmer141	1849936	1850073	1852127	1852173	intact_k	intactk_fwd	2054
J612	0	kmer141	1848883	1849020	1851074	1851120	intact_k	intactk_fwd	2054
J616	0	kmer141	1816704	1816841	2132529	2132483	mv&flp	NA	315642
J618	0	kmer141	1815652	1815789	2131481	2131435	mv&flp	NA	315646
J619	0	kmer141	1868700	1868837	1870891	1870937	intact_k	intactk_fwd	2054
J620	0	kmer141	1870788	1870925	1872979	1873025	intact_k	intactk_fwd	2054
J622	0	kmer141	1867661	1867798	1869852	1869898	intact_k	intactk_fwd	2054
J623	0	kmer141	1816710	1816847	2132550	2132504	mv&flp	NA	315657
J625	0	kmer141	1903576	1903713	1905767	1905813	intact_k	intactk_fwd	2054
J628	0	kmer141	2207972	2207835	2205781	2205735	intact_k	intactk_rev	2054
J631	0	kmer141	1815655	1815792	2129388	2129342	mv&flp	NA	313550
J632	0	kmer141	2207981	2207844	2205790	2205744	intact_k	intactk_rev	2054
J638	0	kmer141	2207979	2207842	2205788	2205742	intact_k	intactk_rev	2054
J650	1	kmer141	2207975	2207838	2205784	2205738	intact_k	intactk_rev	2054
J656	0	kmer141	2209029	2208892	2206838	2206792	intact_k	intactk_rev	2054
J662	0	kmer141	1848905	1849042	1851096	1851142	intact_k	intactk_fwd	2054
J667	0	kmer141	2209019	2208882	2206828	2206782	intact_k	intactk_rev	2054
J672	1	kmer141	1849929	1850066	1852120	1852166	intact_k	intactk_fwd	2054
J673	0	kmer141	2207970	2207833	2205779	2205733	intact_k	intactk_rev	2054
J680	0	kmer141	2155926	2155789	2153735	2153689	intact_k	intactk_rev	2054
J690	0	kmer141	2121644	2121507	1807906	1807952	mv&flp	NA	313555
J701	1	kmer141	1815638	1815775	1817829	1817875	intact_k	intactk_fwd	2054
J705	1	kmer141	1846727	1846864	1848918	1848964	intact_k	intactk_fwd	2054
J733	0	kmer141	1848774	1848911	1850965	1851011	intact_k	intactk_fwd	2054
J736	0	kmer141	1818780	1818917	2134609	2134563	mv&flp	NA	315646
J741	0	kmer141	1856332	1856469	2173199	2173153	mv&flp	NA	316684
J747	0	kmer141	2121636	2121499	1807897	1807943	mv&flp	NA	313556
J748	0	kmer141	2121635	2121498	1807899	1807945	mv&flp	NA	313553
J761	0	kmer141	1818801	1818938	2133583	2133537	mv&flp	NA	314599
J764	0	kmer141	1815657	1815794	2130447	2130401	mv&flp	NA	314607
J782	0	kmer141	1815619	1815756	2131445	2131399	mv&flp	NA	315643
J800	1	kmer141	1815651	1815788	1817842	1817888	intact_k	intactk_fwd	2054
J802	0	kmer141	1816675	1816812	2131457	2131411	mv&flp	NA	314599
J805	0	kmer141	1817754	1817891	2133583	2133537	mv&flp	NA	315646
J810	0	kmer141	1848899	1849036	1851090	1851136	intact_k	intactk_fwd	2054
J820	0	kmer141	1814669	1814806	2131549	2131503	mv&flp	NA	316697
J836	0	kmer141	1816700	1816837	2131479	2131433	mv&flp	NA	314596
J844	0	kmer141	1816698	1816835	2132537	2132491	mv&flp	NA	315656
J848	0	kmer141	1817748	1817885	2132529	2132483	mv&flp	NA	314598
J856	0	kmer141	2127929	2127792	1813147	1813193	mv&flp	NA	314599
J865	0	kmer141	1815657	1815794	2130437	2130391	mv&flp	NA	314597
J866	0	kmer141	1816711	1816848	2130441	2130395	mv&flp	NA	313547
J867	0	kmer141	1898562	1898699	1900753	1900799	intact_k	intactk_fwd	2054
J876	0	kmer141	2175753	2175616	2173562	2173516	intact_k	intactk_rev	2054
J884	0	kmer141	1869760	1869897	1871951	1871997	intact_k	intactk_fwd	2054
J888	0	kmer141	1868713	1868850	1870904	1870950	intact_k	intactk_fwd	2054
K003	0	kmer141	1816695	1816832	2131472	2131426	mv&flp	NA	314594
K005	0	kmer141	1816701	1816838	2131481	2131435	mv&flp	NA	314597
K014	0	kmer141	1818803	1818940	2133583	2133537	mv&flp	NA	314597
C505	1	kmer140	1849110	1849016	1846962	1846873	intact_k	intactk_rev	2054
C549	1	kmer140	1849084	1848990	1846936	1846847	intact_k	intactk_rev	2054
C569	1	kmer140	2206477	2206571	2208625	2208714	intact_k	intactk_fwd	2054
C571	1	kmer140	2206483	2206577	2208631	2208720	intact_k	intactk_fwd	2054
C734	1	kmer140	1899824	1899730	1897676	1897587	intact_k	intactk_rev	2054
C742	1	kmer140	1850136	1850042	1847988	1847899	intact_k	intactk_rev	2054
C756	1	kmer140	2206468	2206562	2208616	2208705	intact_k	intactk_fwd	2054
C757	1	kmer140	1850128	1850034	1847980	1847891	intact_k	intactk_rev	2054
C871	1	kmer140	2201199	2201293	2203347	2203436	intact_k	intactk_fwd	2054
C934	1	kmer140	1850131	1850037	1847983	1847894	intact_k	intactk_rev	2054
C958	1	kmer140	2200326	2200420	2202474	2202563	intact_k	intactk_fwd	2054
C975	1	kmer140	1850232	1850138	1848084	1847995	intact_k	intactk_rev	2054
D175	1	kmer140	1853300	1853206	1851152	1851063	intact_k	intactk_rev	2054
D236	1	kmer140	2153642	2153736	2155790	2155879	intact_k	intactk_fwd	2054
D321	1	kmer140	1848035	1847941	1845887	1845798	intact_k	intactk_rev	2054
D322	1	kmer140	1848023	1847929	1845875	1845786	intact_k	intactk_rev	2054
D422	1	kmer140	1850131	1850037	1847983	1847894	intact_k	intactk_rev	2054
D502	1	kmer140	2204381	2204475	2206529	2206618	intact_k	intactk_fwd	2054
D521	1	kmer140	1846934	1846840	1844786	1844697	intact_k	intactk_rev	2054
D665	1	kmer140	1849085	1848991	1846937	1846848	intact_k	intactk_rev	2054
D717	1	kmer140	2203319	2203413	2205467	2205556	intact_k	intactk_fwd	2054
D735	1	kmer140	2204364	2204458	2206512	2206601	intact_k	intactk_fwd	2054
D799	1	kmer140	2204371	2204465	2206519	2206608	intact_k	intactk_fwd	2054
D800	1	kmer140	2202268	2202362	2204416	2204505	intact_k	intactk_fwd	2054
D869	1	kmer140	1850056	1849962	1847908	1847819	intact_k	intactk_rev	2054
D879	1	kmer140	2206471	2206565	2208619	2208708	intact_k	intactk_fwd	2054
D919	1	kmer140	1851182	1851088	1849034	1848945	intact_k	intactk_rev	2054
D925	1	kmer140	1850130	1850036	1847982	1847893	intact_k	intactk_rev	2054
E024	1	kmer140	2204366	2204460	2206514	2206603	intact_k	intactk_fwd	2054
E025	1	kmer140	2204367	2204461	2206515	2206604	intact_k	intactk_fwd	2054
E087	1	kmer140	2204370	2204464	2206518	2206607	intact_k	intactk_fwd	2054
E140	1	kmer140	1848005	1847911	1845857	1845768	intact_k	intactk_rev	2054
E150	1	kmer140	1850148	1850054	1848000	1847911	intact_k	intactk_rev	2054
E153	1	kmer140	1851174	1851080	1849026	1848937	intact_k	intactk_rev	2054
E191	1	kmer140	1854319	1854225	1852171	1852082	intact_k	intactk_rev	2054
E194	1	kmer140	1848032	1847938	1845884	1845795	intact_k	intactk_rev	2054
E198	1	kmer140	1850120	1850026	1847972	1847883	intact_k	intactk_rev	2054
E365	1	kmer140	1849094	1849000	1846946	1846857	intact_k	intactk_rev	2054
E368	1	kmer140	1850118	1850024	1847970	1847881	intact_k	intactk_rev	2054
E530	1	kmer140	1905053	1904959	1902905	1902816	intact_k	intactk_rev	2054
E537	1	kmer140	1854328	1854234	1852180	1852091	intact_k	intactk_rev	2054
E541	1	kmer140	2207519	2207613	2209667	2209756	intact_k	intactk_fwd	2054
E555	1	kmer140	1848036	1847942	1845888	1845799	intact_k	intactk_rev	2054
E587	1	kmer140	1845368	1845274	1843220	1843131	intact_k	intactk_rev	2054
E602	1	kmer140	2207506	2207600	2209654	2209743	intact_k	intactk_fwd	2054
E809	1	kmer140	1849078	1848984	1846930	1846841	intact_k	intactk_rev	2054
E898	1	kmer140	2204356	2204450	2206504	2206593	intact_k	intactk_fwd	2054
E945	1	kmer140	1955156	1955062	1929213	1929124	intact_k	intactk_rev	25849
E976	1	kmer140	1941367	1941273	1915424	1915335	intact_k	intactk_rev	25849
F011	1	kmer140	2204366	2204460	2206514	2206603	intact_k	intactk_fwd	2054
F013	1	kmer140	2203414	2203508	2205562	2205651	intact_k	intactk_fwd	2054
F034	1	kmer140	1905595	1905501	1903447	1903358	intact_k	intactk_rev	2054
F501	1	kmer140	2149459	2149553	2151607	2151696	intact_k	intactk_fwd	2054
F569	1	kmer140	2150508	2150602	2152656	2152745	intact_k	intactk_fwd	2054
F578	1	kmer140	2144261	2144355	2146409	2146498	intact_k	intactk_fwd	2054
F580	1	kmer140	1848031	1847937	1845883	1845794	intact_k	intactk_rev	2054
F657	1	kmer140	1849037	1848943	1846889	1846800	intact_k	intactk_rev	2054
F658	1	kmer140	1852272	1852178	1850124	1850035	intact_k	intactk_rev	2054
F670	1	kmer140	1848036	1847942	1845888	1845799	intact_k	intactk_rev	2054
F684	1	kmer140	1848040	1847946	1845892	1845803	intact_k	intactk_rev	2054
F687	1	kmer140	1902959	1902865	1900811	1900722	intact_k	intactk_rev	2054
F778	1	kmer140	1937832	1937738	1935684	1935595	intact_k	intactk_rev	2054
F934	1	kmer140	1852228	1852134	1850080	1849991	intact_k	intactk_rev	2054
F948	1	kmer140	2040456	2040362	2038308	2038219	intact_k	intactk_rev	2054
F954	0	kmer140	1862318	1862412	1888259	1888348	intact_k	intactk_fwd	25847
G057	1	kmer140	1852233	1852139	1850085	1849996	intact_k	intactk_rev	2054
G085	1	kmer140	1851177	1851083	1849029	1848940	intact_k	intactk_rev	2054
G102	1	kmer140	1851187	1851093	1849039	1848950	intact_k	intactk_rev	2054
G807	1	kmer140	2204370	2204464	2206518	2206607	intact_k	intactk_fwd	2054
G965	1	kmer140	1848032	1847938	1845884	1845795	intact_k	intactk_rev	2054
H034	1	kmer140	2292510	2292604	2294658	2294747	intact_k	intactk_fwd	2054
H320	1	kmer140	2156790	2156884	2158938	2159027	intact_k	intactk_fwd	2054
H348	1	kmer140	1817944	1817850	1815796	1815707	intact_k	intactk_rev	2054
H361	1	kmer140	2152579	2152673	2154727	2154816	intact_k	intactk_fwd	2054
H378	0	kmer140	1870994	1870900	1868846	1868757	intact_k	intactk_rev	2054
H520	1	kmer140	1851186	1851092	1849038	1848949	intact_k	intactk_rev	2054
H533	1	kmer140	1818999	1818905	1816851	1816762	intact_k	intactk_rev	2054
H540	0	kmer140	2131411	2131505	1815802	1815713	mv&flp	NA	315609
H541	1	kmer140	2204372	2204466	2206520	2206609	intact_k	intactk_fwd	2054
H559	0	kmer140	1870997	1870903	1868849	1868760	intact_k	intactk_rev	2054
H561	1	kmer140	2248590	2248684	2250738	2250827	intact_k	intactk_fwd	2054
H564	1	kmer140	1850133	1850039	1847985	1847896	intact_k	intactk_rev	2054
H579	1	kmer140	1850133	1850039	1847985	1847896	intact_k	intactk_rev	2054
H624	1	kmer140	1901911	1901817	1899763	1899674	intact_k	intactk_rev	2054
H637	0	kmer140	1854318	1854224	1852170	1852081	intact_k	intactk_rev	2054
H639	1	kmer140	1936797	1936703	1934649	1934560	intact_k	intactk_rev	2054
H640	1	kmer140	1936796	1936702	1934648	1934559	intact_k	intactk_rev	2054
H642	1	kmer140	1850120	1850026	1847972	1847883	intact_k	intactk_rev	2054
H665	0	kmer140	2133495	2133589	1817895	1817806	mv&flp	NA	315600
H672	1	kmer140	1851166	1851072	1849018	1848929	intact_k	intactk_rev	2054
H677	0	kmer140	1853279	1853185	1851131	1851042	intact_k	intactk_rev	2054
H681	0	kmer140	1849084	1848990	1846936	1846847	intact_k	intactk_rev	2054
H682	1	kmer140	1907163	1907069	2207582	2207671	mv&flp	NA	300419
H697	0	kmer140	1900866	1900772	1898718	1898629	intact_k	intactk_rev	2054
H698	0	kmer140	1900866	1900772	1898718	1898629	intact_k	intactk_rev	2054
H703	1	kmer140	1849077	1848983	1846929	1846840	intact_k	intactk_rev	2054
H706	1	kmer140	2205156	2205250	2207304	2207393	intact_k	intactk_fwd	2054
H707	1	kmer140	1849095	1849001	1846947	1846858	intact_k	intactk_rev	2054
H709	1	kmer140	2252788	2252882	2254936	2255025	intact_k	intactk_fwd	2054
H729	1	kmer140	1820044	1819950	1817896	1817807	intact_k	intactk_rev	2054
H754	1	kmer140	2204369	2204463	2206517	2206606	intact_k	intactk_fwd	2054
H765	0	kmer140	1900863	1900769	1898715	1898626	intact_k	intactk_rev	2054
H775	0	kmer140	1870997	1870903	1868849	1868760	intact_k	intactk_rev	2054
H782	1	kmer140	1902945	1902851	1900797	1900708	intact_k	intactk_rev	2054
H784	1	kmer140	2135652	2135746	2137800	2137889	intact_k	intactk_fwd	2054
H787	1	kmer140	1850120	1850026	1847972	1847883	intact_k	intactk_rev	2054
H800	1	kmer140	1868909	1868815	1866761	1866672	intact_k	intactk_rev	2054
H806	1	kmer140	2204651	2204745	2206799	2206888	intact_k	intactk_fwd	2054
H810	0	kmer140	2131402	2131496	1815796	1815707	mv&flp	NA	315606
H811	0	kmer140	1904006	1903912	1901858	1901769	intact_k	intactk_rev	2054
H812	0	kmer140	1871003	1870909	1868855	1868766	intact_k	intactk_rev	2054
H813	0	kmer140	1870998	1870904	1868850	1868761	intact_k	intactk_rev	2054
H814	1	kmer140	1849081	1848987	1846933	1846844	intact_k	intactk_rev	2054
H834	1	kmer140	1852230	1852136	1850082	1849993	intact_k	intactk_rev	2054
H849	0	kmer140	2291455	2291549	2293603	2293692	intact_k	intactk_fwd	2054
H851	0	kmer140	1870999	1870905	1868851	1868762	intact_k	intactk_rev	2054
H852	1	kmer140	1901906	1901812	1899758	1899669	intact_k	intactk_rev	2054
H853	1	kmer140	1902958	1902864	1900810	1900721	intact_k	intactk_rev	2054
H864	0	kmer140	1871001	1870907	1868853	1868764	intact_k	intactk_rev	2054
H866	0	kmer140	1904013	1903919	1901865	1901776	intact_k	intactk_rev	2054
H876	1	kmer140	2152604	2152698	2154752	2154841	intact_k	intactk_fwd	2054
H877	1	kmer140	2152602	2152696	2154750	2154839	intact_k	intactk_fwd	2054
H878	1	kmer140	1818996	1818902	1816848	1816759	intact_k	intactk_rev	2054
H883	0	kmer140	1904009	1903915	1901861	1901772	intact_k	intactk_rev	2054
H902	1	kmer140	1817945	1817851	1815797	1815708	intact_k	intactk_rev	2054
H910	1	kmer140	1906102	1906008	1903954	1903865	intact_k	intactk_rev	2054
H911	0	kmer140	2131392	2131486	1815792	1815703	mv&flp	NA	315600
H915	0	kmer140	2152587	2152681	2154735	2154824	intact_k	intactk_fwd	2054
H920	1	kmer140	2206742	2206836	2208890	2208979	intact_k	intactk_fwd	2054
I069	0	kmer140	1901917	1901823	1899769	1899680	intact_k	intactk_rev	2054
I072	0	kmer140	1903980	1903886	1901833	1901744	intact_k	intactk_rev	2053
I080	0	kmer140	1904002	1903908	1901854	1901765	intact_k	intactk_rev	2054
I089	0	kmer140	1907153	1907059	1905005	1904916	intact_k	intactk_rev	2054
I106	0	kmer140	1900864	1900770	1898716	1898627	intact_k	intactk_rev	2054
I110	1	kmer140	1851183	1851089	1849035	1848946	intact_k	intactk_rev	2054
I111	0	kmer140	2131398	2131492	1815798	1815709	mv&flp	NA	315600
I112	0	kmer140	2131399	2131493	1815799	1815710	mv&flp	NA	315600
I113	1	kmer140	2203309	2203403	2205457	2205546	intact_k	intactk_fwd	2054
I120	0	kmer140	1900871	1900777	1898723	1898634	intact_k	intactk_rev	2054
I127	0	kmer140	2151531	2151625	2153679	2153768	intact_k	intactk_fwd	2054
I136	1	kmer140	2151553	2151647	2153701	2153790	intact_k	intactk_fwd	2054
I150	0	kmer140	2131396	2131490	1815796	1815707	mv&flp	NA	315600
I182	0	kmer140	1905065	1904971	1902917	1902828	intact_k	intactk_rev	2054
I187	0	kmer140	1871004	1870910	1868856	1868767	intact_k	intactk_rev	2054
I188	1	kmer140	1903919	1903825	1901771	1901682	intact_k	intactk_rev	2054
I223	1	kmer140	1853235	1853141	1851087	1850998	intact_k	intactk_rev	2054
I228	0	kmer140	2153653	2153747	2155801	2155890	intact_k	intactk_fwd	2054
I238	1	kmer140	2205699	2205793	2207847	2207936	intact_k	intactk_fwd	2054
I257	0	kmer140	2292503	2292597	2294651	2294740	intact_k	intactk_fwd	2054
I259	0	kmer140	1901913	1901819	1899765	1899676	intact_k	intactk_rev	2054
I263	0	kmer140	2292506	2292600	2294654	2294743	intact_k	intactk_fwd	2054
I270	0	kmer140	2291469	2291563	2293617	2293706	intact_k	intactk_fwd	2054
I271	1	kmer140	2208565	2208659	2210713	2210802	intact_k	intactk_fwd	2054
I273	0	kmer140	1903849	1903755	1901701	1901612	intact_k	intactk_rev	2054
I289	1	kmer140	1902957	1902863	1900809	1900720	intact_k	intactk_rev	2054
I318	0	kmer140	2132449	2132543	1816849	1816760	mv&flp	NA	315600
I323	0	kmer140	2131390	2131484	1814741	1814652	mv&flp	NA	316649
I331	1	kmer140	2172313	2172407	2174461	2174550	intact_k	intactk_fwd	2054
I344	0	kmer140	2273315	2273221	2247373	2247284	intact_k	intactk_rev	25848
I350	0	kmer140	2131400	2131494	1815800	1815711	mv&flp	NA	315600
I351	1	kmer140	2206753	2206847	2208901	2208990	intact_k	intactk_fwd	2054
I372	0	kmer140	1847985	1847891	1845837	1845748	intact_k	intactk_rev	2054
I373	0	kmer140	1870455	1870361	1868307	1868218	intact_k	intactk_rev	2054
I375	1	kmer140	1853275	1853181	1851127	1851038	intact_k	intactk_rev	2054
I379	0	kmer140	2131406	2131500	1815806	1815717	mv&flp	NA	315600
I382	0	kmer140	2134471	2134565	1818871	1818782	mv&flp	NA	315600
I385	0	kmer140	2132471	2132565	1816865	1816776	mv&flp	NA	315606
I386	0	kmer140	1850152	1850058	1848004	1847915	intact_k	intactk_rev	2054
I387	0	kmer140	2132453	2132547	1816847	1816758	mv&flp	NA	315606
I420	1	kmer140	1905046	1904952	1902898	1902809	intact_k	intactk_rev	2054
I439	0	kmer140	1809052	1808958	2124650	2124739	mv&flp	NA	315598
I452	0	kmer140	1904012	1903918	1901864	1901775	intact_k	intactk_rev	2054
I461	0	kmer140	2132470	2132564	1816870	1816781	mv&flp	NA	315600
I462	0	kmer140	1872044	1871950	1869896	1869807	intact_k	intactk_rev	2054
I464	0	kmer140	2132446	2132540	1816846	1816757	mv&flp	NA	315600
I468	0	kmer140	1901913	1901819	1899765	1899676	intact_k	intactk_rev	2054
I476	0	kmer140	1809048	1808954	2123599	2123688	mv&flp	NA	314551
I480	1	kmer140	1820046	1819952	1817898	1817809	intact_k	intactk_rev	2054
I483	0	kmer140	2133499	2133593	1818948	1818859	mv&flp	NA	314551
I496	0	kmer140	1809052	1808958	2123603	2123692	mv&flp	NA	314551
I498	0	kmer140	1871001	1870907	1868853	1868764	intact_k	intactk_rev	2054
I518	0	kmer140	1901913	1901819	1899765	1899676	intact_k	intactk_rev	2054
I521	0	kmer140	2132447	2132541	1817896	1817807	mv&flp	NA	314551
I538	1	kmer140	1902190	1902096	1900042	1899953	intact_k	intactk_rev	2054
I539	1	kmer140	1902189	1902095	1900041	1899952	intact_k	intactk_rev	2054
I598	1	kmer140	2206745	2206839	2208893	2208982	intact_k	intactk_fwd	2054
I602	0	kmer140	2133497	2133591	1817897	1817808	mv&flp	NA	315600
I623	0	kmer140	1901898	1901804	1899750	1899661	intact_k	intactk_rev	2054
I646	1	kmer140	1794697	1794603	1792549	1792460	intact_k	intactk_rev	2054
I656	1	kmer140	2204370	2204464	2206518	2206607	intact_k	intactk_fwd	2054
I669	1	kmer140	1850301	1850207	1848153	1848064	intact_k	intactk_rev	2054
I692	0	kmer140	1901911	1901817	1899763	1899674	intact_k	intactk_rev	2054
I705	0	kmer140	1901910	1901816	1899762	1899673	intact_k	intactk_rev	2054
I707	1	kmer140	1361118	1361212	1363266	1363355	intact_k	intactk_fwd	2054
I728	0	kmer140	1847987	1847893	1845839	1845750	intact_k	intactk_rev	2054
I735	0	kmer140	2131403	2131497	1815794	1815705	mv&flp	NA	315609
I743	0	kmer140	2300048	2300142	2302196	2302285	intact_k	intactk_fwd	2054
I751	1	kmer140	1852235	1852141	1850087	1849998	intact_k	intactk_rev	2054
I752	1	kmer140	1904643	1904549	1902495	1902406	intact_k	intactk_rev	2054
I754	0	kmer140	2135237	2135331	1819637	1819548	mv&flp	NA	315600
I755	0	kmer140	2154702	2154796	2156850	2156939	intact_k	intactk_fwd	2054
I762	0	kmer140	1904008	1903914	1901860	1901771	intact_k	intactk_rev	2054
I763	0	kmer140	1902959	1902865	1900811	1900722	intact_k	intactk_rev	2054
I859	0	kmer140	2132446	2132540	1817895	1817806	mv&flp	NA	314551
I892	0	kmer140	2250376	2250470	2252524	2252613	intact_k	intactk_fwd	2054
I896	1	kmer140	2250374	2250468	2252522	2252611	intact_k	intactk_fwd	2054
I915	0	kmer140	1902962	1902868	1900814	1900725	intact_k	intactk_rev	2054
I945	0	kmer140	2134534	2134628	1817891	1817802	mv&flp	NA	316643
I955	0	kmer140	2131578	2131672	1817027	1816938	mv&flp	NA	314551
I958	0	kmer140	2132455	2132549	1816855	1816766	mv&flp	NA	315600
I959	0	kmer140	1870997	1870903	1868849	1868760	intact_k	intactk_rev	2054
I965	0	kmer140	1872049	1871955	1869901	1869812	intact_k	intactk_rev	2054
I968	0	kmer140	1946057	1945963	2260608	2260697	mv&flp	NA	314551
I976	0	kmer140	2292507	2292601	2294655	2294744	intact_k	intactk_fwd	2054
I977	0	kmer140	2207517	2207611	2209665	2209754	intact_k	intactk_fwd	2054
I978	0	kmer140	1904011	1903917	1901863	1901774	intact_k	intactk_rev	2054
I998	0	kmer140	2133676	2133770	1818076	1817987	mv&flp	NA	315600
J010	0	kmer140	2132398	2132492	1816792	1816703	mv&flp	NA	315606
J013	0	kmer140	2131398	2131492	1815798	1815709	mv&flp	NA	315600
J014	0	kmer140	2133482	2133576	1817876	1817787	mv&flp	NA	315606
J016	0	kmer140	2204353	2204447	2206501	2206590	intact_k	intactk_fwd	2054
J019	0	kmer140	2176142	2176048	2173994	2173905	intact_k	intactk_rev	2054
J022	0	kmer140	1872050	1871956	1869902	1869813	intact_k	intactk_rev	2054
J023	0	kmer140	1872048	1871954	1869900	1869811	intact_k	intactk_rev	2054
J024	1	kmer140	2208560	2208654	2210708	2210797	intact_k	intactk_fwd	2054
J027	0	kmer140	1902956	1902862	1900808	1900719	intact_k	intactk_rev	2054
J038	0	kmer140	2133505	2133599	1817911	1817822	mv&flp	NA	315594
J066	0	kmer140	2132451	2132545	1816845	1816756	mv&flp	NA	315606
J068	0	kmer140	2132451	2132545	1816845	1816756	mv&flp	NA	315606
J072	0	kmer140	1905063	1904969	1902915	1902826	intact_k	intactk_rev	2054
J073	0	kmer140	1905062	1904968	1902914	1902825	intact_k	intactk_rev	2054
J074	0	kmer140	1871000	1870906	1868852	1868763	intact_k	intactk_rev	2054
J076	0	kmer140	1871012	1870918	1868864	1868775	intact_k	intactk_rev	2054
J077	0	kmer140	1811126	1811032	2125691	2125780	mv&flp	NA	314565
J078	0	kmer140	1899571	1899477	1897423	1897334	intact_k	intactk_rev	2054
J083	0	kmer140	2174755	2174849	1858096	1858007	mv&flp	NA	316659
J085	0	kmer140	2322969	2323063	2007369	2007280	mv&flp	NA	315600
J090	0	kmer140	2132443	2132537	1816844	1816755	mv&flp	NA	315599
J091	0	kmer140	2132448	2132542	1816848	1816759	mv&flp	NA	315600
J092	0	kmer140	1851165	1851071	1849017	1848928	intact_k	intactk_rev	2054
J094	0	kmer140	1867250	1867156	1865102	1865013	intact_k	intactk_rev	2054
J098	1	kmer140	2208584	2208678	2210732	2210821	intact_k	intactk_fwd	2054
J100	0	kmer140	2133676	2133770	1818076	1817987	mv&flp	NA	315600
J107	0	kmer140	2132443	2132537	1816843	1816754	mv&flp	NA	315600
J110	0	kmer140	2132448	2132542	1816848	1816759	mv&flp	NA	315600
J115	0	kmer140	1810103	1810009	2123615	2123704	mv&flp	NA	313512
J120	0	kmer140	2133494	2133588	1817894	1817805	mv&flp	NA	315600
J122	0	kmer140	2132617	2132711	1817020	1816931	mv&flp	NA	315597
J129	0	kmer140	2132609	2132703	1817012	1816923	mv&flp	NA	315597
J139	0	kmer140	2134618	2134712	1819019	1818930	mv&flp	NA	315599
J148	0	kmer140	2186797	2186891	2188945	2189034	intact_k	intactk_fwd	2054
J151	0	kmer140	1872023	1871929	1869875	1869786	intact_k	intactk_rev	2054
J153	0	kmer140	2132437	2132531	1816840	1816751	mv&flp	NA	315597
J154	0	kmer140	2132438	2132532	1816842	1816753	mv&flp	NA	315596
J155	0	kmer140	2132447	2132541	1816847	1816758	mv&flp	NA	315600
J161	0	kmer140	2132445	2132539	1816849	1816760	mv&flp	NA	315596
J162	0	kmer140	1902951	1902857	1900803	1900714	intact_k	intactk_rev	2054
J165	0	kmer140	2208571	2208665	2210719	2210808	intact_k	intactk_fwd	2054
J170	0	kmer140	2131387	2131481	1816839	1816750	mv&flp	NA	314548
J171	0	kmer140	1870989	1870895	1868841	1868752	intact_k	intactk_rev	2054
J172	0	kmer140	1847974	1847880	1845826	1845737	intact_k	intactk_rev	2054
J173	0	kmer140	2131383	2131477	1816835	1816746	mv&flp	NA	314548
J174	0	kmer140	2131575	2131669	1817024	1816935	mv&flp	NA	314551
J175	0	kmer140	1809059	1808965	2124659	2124748	mv&flp	NA	315600
J178	0	kmer140	2132443	2132537	1815794	1815705	mv&flp	NA	316649
J184	0	kmer140	1900860	1900766	1898712	1898623	intact_k	intactk_rev	2054
J185	0	kmer140	2130351	2130445	1815792	1815703	mv&flp	NA	314559
J191	0	kmer140	2152595	2152689	2154743	2154832	intact_k	intactk_fwd	2054
J192	0	kmer140	1905065	1904971	1902917	1902828	intact_k	intactk_rev	2054
J193	0	kmer140	2131395	2131489	1815797	1815708	mv&flp	NA	315598
J194	0	kmer140	2131399	2131493	1816848	1816759	mv&flp	NA	314551
J196	0	kmer140	2307288	2307382	1992737	1992648	mv&flp	NA	314551
J197	0	kmer140	2132441	2132535	1815792	1815703	mv&flp	NA	316649
J199	0	kmer140	2131573	2131667	1817024	1816935	mv&flp	NA	314549
