kmer	event_sum	flk_behaviour	my0_intactk_sum	my1_intactk_sum	otherk	my0_otherk_sum	my1_otherk_sum	event
kmer13256	intact_k:mv&flp	 intact_k:2/18(0.11):27/29(0.93) mv&flp:16/18(0.89):2/29(0.07)	StartL_stat: 431778 431824 431825 432410 432872 434972  | StartL_sd: 890  | StartR_stat: 429675 429721 429722 430307 430770 432869  | StartR_sd: 890  | flk_dist_stat: 2058 2058 2058 2058 2058 2058	StartL_stat: 431824 431824 431824 431824 431825 431825  | StartL_sd: 1  | StartR_stat: 429721 429721 429722 429722 429722 429722  | StartR_sd: 1  | flk_dist_stat: 2058 2058 2058 2058 2058 2058	mv&flp	StartL_stat: 3618483 3619792 3621100 3621100 3622408 3623717  | StartL_sd: 3701  | StartR_stat: 429721 429983 430245 430245 430507 430769  | StartR_sd: 741  | flk_dist_stat: 3188762 3189808 3190855 3190855 3191902 3192948	StartL_stat: 3619532 3621634 3622680 3623593 3625038 3628984  | StartL_sd: 2650  | StartR_stat: 429719 429721 430242 430310 430769 431813  | StartR_sd: 659  | flk_dist_stat: 3189812 3191907 3192436 3193283 3194528 3198213	inversion
kmer13255	mv&flp:intact_k	 mv&flp:2/18(0.11):27/29(0.93) intact_k:16/18(0.89):2/29(0.07)	StartL_stat: 3618483 3619792 3621100 3621100 3622408 3623717  | StartL_sd: 3701  | StartR_stat: 3620588 3621896 3623205 3623205 3624514 3625822  | StartR_sd: 3701  | flk_dist_stat: 2060 2060 2060 2060 2060 2060	StartL_stat: 3619532 3621634 3622680 3623593 3625038 3628984  | StartL_sd: 2650  | StartR_stat: 3621637 3623739 3624786 3625698 3627144 3631089  | StartR_sd: 2650  | flk_dist_stat: 2060 2060 2060 2060 2060 2060	mv&flp	StartL_stat: 431778 431824 431825 432410 432872 434972  | StartL_sd: 890  | StartR_stat: 3621602 3623150 3624719 3624871 3625834 3630044  | StartR_sd: 2297  | flk_dist_stat: 3188733 3190863 3191924 3192461 3193467 3198217	StartL_stat: 431824 431824 431824 431824 431825 431825  | StartL_sd: 1  | StartR_stat: 3621663 3622442 3623222 3623222 3624001 3624780  | StartR_sd: 2204  | flk_dist_stat: 3189839 3190618 3191397 3191397 3192176 3192955	inversion
kmer13234	intact_k:mv&flp	 intact_k:2/18(0.11):27/29(0.93) mv&flp:16/18(0.89):2/29(0.07)	StartL_stat: 3619497 3621045 3622614 3622727 3623724 3627939  | StartL_sd: 2270  | StartR_stat: 3621602 3623150 3624719 3624871 3625834 3630044  | StartR_sd: 2297  | flk_dist_stat: 2055 2055 2055 2094 2055 3104	StartL_stat: 3619558 3620337 3621116 3621116 3621896 3622675  | StartL_sd: 2204  | StartR_stat: 3621663 3622442 3623222 3623222 3624001 3624780  | StartR_sd: 2204  | flk_dist_stat: 2055 2055 2055 2055 2055 2055	mv&flp	StartL_stat: 431824 432086 432348 432348 432610 432872  | StartL_sd: 741  | StartR_stat: 3620588 3621896 3623205 3623205 3624514 3625822  | StartR_sd: 3701  | flk_dist_stat: 3188764 3189810 3190857 3190857 3191904 3192950	StartL_stat: 431822 431824 432345 432413 432872 433916  | StartL_sd: 659  | StartR_stat: 3621637 3623739 3624786 3625698 3627144 3631089  | StartR_sd: 2650  | flk_dist_stat: 3189814 3191909 3192438 3193285 3194530 3198215	inversion
kmer13201	intact_k:mv&flp	 intact_k:2/18(0.11):27/29(0.93) mv&flp:16/18(0.89):2/29(0.07)	StartL_stat: 3621646 3623194 3624763 3624915 3625878 3630088  | StartL_sd: 2297  | StartR_stat: 3619547 3621095 3622664 3622777 3623774 3627989  | StartR_sd: 2270  | flk_dist_stat: 2055 2055 2055 2094 2055 3104	StartL_stat: 3621707 3622486 3623266 3623266 3624045 3624824  | StartL_sd: 2204  | StartR_stat: 3619608 3620387 3621166 3621166 3621946 3622725  | StartR_sd: 2204  | flk_dist_stat: 2055 2055 2055 2055 2055 2055	mv&flp	StartL_stat: 3620632 3621940 3623249 3623249 3624558 3625866  | StartL_sd: 3701  | StartR_stat: 431774 432036 432298 432298 432560 432822  | StartR_sd: 741  | flk_dist_stat: 3188675 3189722 3190768 3190768 3191814 3192861	StartL_stat: 3621681 3623783 3624830 3625742 3627188 3631133  | StartL_sd: 2650  | StartR_stat: 431772 431774 432295 432363 432822 433866  | StartR_sd: 659  | flk_dist_stat: 3189725 3191820 3192349 3193196 3194441 3198126	inversion
kmer13190	mv&flp:intact_k	 mv&flp:2/18(0.11):27/29(0.93) intact_k:16/18(0.89):2/29(0.07)	StartL_stat: 429677 429939 430201 430201 430463 430725  | StartL_sd: 741  | StartR_stat: 431774 432036 432298 432298 432560 432822  | StartR_sd: 741  | flk_dist_stat: 2053 2053 2053 2053 2053 2053	StartL_stat: 429675 429677 430198 430266 430725 431769  | StartL_sd: 659  | StartR_stat: 431772 431774 432295 432363 432822 433866  | StartR_sd: 659  | flk_dist_stat: 2053 2053 2053 2053 2053 2053	mv&flp	StartL_stat: 429631 429677 429678 430263 430726 432825  | StartL_sd: 890  | StartR_stat: 3619547 3621095 3622664 3622777 3623774 3627989  | StartR_sd: 2270  | flk_dist_stat: 3188642 3190772 3191833 3192331 3193376 3198126	StartL_stat: 429677 429677 429678 429678 429678 429678  | StartL_sd: 1  | StartR_stat: 3619608 3620387 3621166 3621166 3621946 3622725  | StartR_sd: 2204  | flk_dist_stat: 3189748 3190527 3191306 3191306 3192085 3192864	inversion
kmer13181	intact_k:mv&flp	 intact_k:2/18(0.11):27/29(0.93) mv&flp:16/18(0.89):2/29(0.07)	StartL_stat: 429541 429587 429588 430173 430636 432735  | StartL_sd: 890  | StartR_stat: 431733 431779 431780 432365 432828 434927  | StartR_sd: 890  | flk_dist_stat: 2058 2058 2058 2058 2058 2058	StartL_stat: 429587 429587 429588 429588 429588 429588  | StartL_sd: 1  | StartR_stat: 431779 431779 431780 431780 431780 431780  | StartR_sd: 1  | flk_dist_stat: 2058 2058 2058 2058 2058 2058	mv&flp	StartL_stat: 429587 429849 430111 430111 430373 430635  | StartL_sd: 741  | StartR_stat: 3618528 3619836 3621145 3621145 3622454 3623762  | StartR_sd: 3701  | flk_dist_stat: 3188758 3189804 3190851 3190851 3191898 3192944	StartL_stat: 429585 429587 430108 430176 430635 431679  | StartL_sd: 659  | StartR_stat: 3619577 3621679 3622726 3623638 3625084 3629029  | StartR_sd: 2650  | flk_dist_stat: 3189808 3191903 3192432 3193279 3194524 3198209	inversion
kmer13169	intact_k:mv&flp	 intact_k:2/18(0.11):27/29(0.93) mv&flp:16/18(0.89):2/29(0.07)	StartL_stat: 2505695 2506740 2508793 2508509 2509880 2512008  | StartL_sd: 1853  | StartR_stat: 2499627 2500675 2502725 2502442 2503817 2505940  | StartR_sd: 1853  | flk_dist_stat: 5922 5927 5927 5926 5927 5932	StartL_stat: 2507788 2507796 2507803 2507803 2507810 2507818  | StartL_sd: 21  | StartR_stat: 2501720 2501728 2501735 2501735 2501742 2501750  | StartR_sd: 21  | flk_dist_stat: 5927 5927 5927 5927 5927 5927	mv&flp	StartL_stat: 1544625 1545147 1545670 1545670 1546192 1546714  | StartL_sd: 1477  | StartR_stat: 2550354 2552190 2554026 2554026 2555863 2557699  | StartR_sd: 5194  | flk_dist_stat: 1005546 1006860 1008174 1008174 1009488 1010802	StartL_stat: 1545663 1545672 1546712 1547040 1547763 1549855  | StartL_sd: 1416  | StartR_stat: 2553506 2554554 2555600 2556188 2557696 2559803  | StartR_sd: 1874  | flk_dist_stat: 1007655 1008697 1008704 1008965 1008968 1011852	inversion
kmer13161	mv&flp:intact_k	 mv&flp:2/18(0.11):27/29(0.93) intact_k:16/18(0.89):2/29(0.07)	StartL_stat: 3618374 3619682 3620991 3620991 3622300 3623608  | StartL_sd: 3701  | StartR_stat: 3620588 3621896 3623205 3623205 3624514 3625822  | StartR_sd: 3701  | flk_dist_stat: 2060 2060 2060 2060 2060 2060	StartL_stat: 3619423 3621525 3622572 3623484 3624930 3628875  | StartL_sd: 2650  | StartR_stat: 3621637 3623739 3624786 3625698 3627144 3631089  | StartR_sd: 2650  | flk_dist_stat: 2060 2060 2060 2060 2060 2060	mv&flp	StartL_stat: 431887 431933 431934 432519 432982 435081  | StartL_sd: 890  | StartR_stat: 3621602 3623150 3624719 3624871 3625834 3630044  | StartR_sd: 2297  | flk_dist_stat: 3188624 3190754 3191815 3192352 3193358 3198108	StartL_stat: 431933 431933 431934 431934 431934 431934  | StartL_sd: 1  | StartR_stat: 3621663 3622442 3623222 3623222 3624001 3624780  | StartR_sd: 2204  | flk_dist_stat: 3189730 3190509 3191288 3191288 3192067 3192846	inversion
kmer13154	mv&flp:intact_k	 mv&flp:2/18(0.11):27/29(0.93) intact_k:16/18(0.89):2/29(0.07)	StartL_stat: 3620665 3621974 3623282 3623282 3624590 3625899  | StartL_sd: 3701  | StartR_stat: 3618528 3619836 3621145 3621145 3622454 3623762  | StartR_sd: 3701  | flk_dist_stat: 2060 2060 2060 2060 2060 2060	StartL_stat: 3621714 3623816 3624862 3625775 3627220 3631166  | StartL_sd: 2650  | StartR_stat: 3619577 3621679 3622726 3623638 3625084 3629029  | StartR_sd: 2650  | flk_dist_stat: 2060 2060 2060 2060 2060 2060	mv&flp	StartL_stat: 3621679 3623227 3624796 3624948 3625911 3630121  | StartL_sd: 2297  | StartR_stat: 431733 431779 431780 432365 432828 434927  | StartR_sd: 890  | flk_dist_stat: 3188672 3190802 3191863 3192400 3193406 3198156	StartL_stat: 3621740 3622519 3623298 3623298 3624078 3624857  | StartL_sd: 2204  | StartR_stat: 431779 431779 431780 431780 431780 431780  | StartR_sd: 1  | flk_dist_stat: 3189778 3190557 3191336 3191336 3192115 3192894	inversion
kmer1315	mv&flp:intact_k	 mv&flp:2/18(0.11):27/29(0.93) intact_k:16/18(0.89):2/29(0.07)	StartL_stat: 3620693 3622002 3623310 3623310 3624618 3625927  | StartL_sd: 3701  | StartR_stat: 3618528 3619836 3621145 3621145 3622454 3623762  | StartR_sd: 3701  | flk_dist_stat: 2060 2060 2060 2060 2060 2060	StartL_stat: 3621742 3623844 3624890 3625803 3627248 3631194  | StartL_sd: 2650  | StartR_stat: 3619577 3621679 3622726 3623638 3625084 3629029  | StartR_sd: 2650  | flk_dist_stat: 2060 2060 2060 2060 2060 2060	mv&flp	StartL_stat: 3621707 3623255 3624824 3624976 3625939 3630149  | StartL_sd: 2297  | StartR_stat: 431733 431779 431780 432365 432828 434927  | StartR_sd: 890  | flk_dist_stat: 3188700 3190830 3191891 3192428 3193434 3198184	StartL_stat: 3621768 3622547 3623326 3623326 3624106 3624885  | StartL_sd: 2204  | StartR_stat: 431779 431779 431780 431780 431780 431780  | StartR_sd: 1  | flk_dist_stat: 3189806 3190585 3191364 3191364 3192143 3192922	inversion
kmer1314	intact_k:mv&flp	 intact_k:2/18(0.11):27/29(0.93) mv&flp:16/18(0.89):2/29(0.07)	StartL_stat: 3621707 3623255 3624824 3624976 3625939 3630149  | StartL_sd: 2297  | StartR_stat: 3619547 3621095 3622664 3622777 3623774 3627989  | StartR_sd: 2270  | flk_dist_stat: 2055 2055 2055 2094 2055 3104	StartL_stat: 3621768 3622547 3623326 3623326 3624106 3624885  | StartL_sd: 2204  | StartR_stat: 3619608 3620387 3621166 3621166 3621946 3622725  | StartR_sd: 2204  | flk_dist_stat: 2055 2055 2055 2055 2055 2055	mv&flp	StartL_stat: 3620693 3622002 3623310 3623310 3624618 3625927  | StartL_sd: 3701  | StartR_stat: 431774 432036 432298 432298 432560 432822  | StartR_sd: 741  | flk_dist_stat: 3188736 3189782 3190829 3190829 3191876 3192922	StartL_stat: 3621742 3623844 3624890 3625803 3627248 3631194  | StartL_sd: 2650  | StartR_stat: 431772 431774 432295 432363 432822 433866  | StartR_sd: 659  | flk_dist_stat: 3189786 3191881 3192410 3193257 3194502 3198187	inversion
kmer13132	intact_k:mv&flp	 intact_k:2/18(0.11):27/29(0.93) mv&flp:16/18(0.89):2/29(0.07)	StartL_stat: 3621682 3623230 3624799 3624951 3625914 3630124  | StartL_sd: 2297  | StartR_stat: 3619547 3621095 3622664 3622777 3623774 3627989  | StartR_sd: 2270  | flk_dist_stat: 2055 2055 2055 2094 2055 3104	StartL_stat: 3621743 3622522 3623302 3623302 3624081 3624860  | StartL_sd: 2204  | StartR_stat: 3619608 3620387 3621166 3621166 3621946 3622725  | StartR_sd: 2204  | flk_dist_stat: 2055 2055 2055 2055 2055 2055	mv&flp	StartL_stat: 3620668 3621976 3623285 3623285 3624594 3625902  | StartL_sd: 3701  | StartR_stat: 431774 432036 432298 432298 432560 432822  | StartR_sd: 741  | flk_dist_stat: 3188711 3189758 3190804 3190804 3191850 3192897	StartL_stat: 3621717 3623819 3624866 3625778 3627224 3631169  | StartL_sd: 2650  | StartR_stat: 431772 431774 432295 432363 432822 433866  | StartR_sd: 659  | flk_dist_stat: 3189761 3191856 3192385 3193232 3194477 3198162	inversion
kmer13131	intact_k:mv&flp	 intact_k:2/18(0.11):27/29(0.93) mv&flp:16/18(0.89):2/29(0.07)	StartL_stat: 1502075 1502602 1503153 1503772 1504203 1507365  | StartL_sd: 1579  | StartR_stat: 1492956 1493478 1494029 1494648 1495079 1498241  | StartR_sd: 1578  | flk_dist_stat: 9012 9017 9017 9016 9017 9027	StartL_stat: 1503150 1503156 1503162 1503162 1503169 1503175  | StartL_sd: 18  | StartR_stat: 1494026 1494032 1494038 1494038 1494045 1494051  | StartR_sd: 18  | flk_dist_stat: 9017 9017 9017 9017 9017 9017	mv&flp	StartL_stat: 1553890 1554412 1554934 1554934 1555457 1555979  | StartL_sd: 1477  | StartR_stat: 2556281 2558117 2559954 2559954 2561790 2563626  | StartR_sd: 5194  | flk_dist_stat: 1002391 1003705 1005019 1005019 1006333 1007647	StartL_stat: 1554928 1554936 1555976 1556370 1557285 1559120  | StartL_sd: 1475  | StartR_stat: 2559433 2560481 2561528 2562181 2563623 2565730  | StartR_sd: 1984  | flk_dist_stat: 1004500 1005544 1005550 1005811 1006592 1007648	inversion
kmer13116	intact_k:mv&flp	 intact_k:2/18(0.11):27/29(0.93) mv&flp:16/18(0.89):2/29(0.07)	StartL_stat: 3619474 3621022 3622591 3622704 3623702 3627916  | StartL_sd: 2270  | StartR_stat: 3621602 3623150 3624719 3624871 3625834 3630044  | StartR_sd: 2297  | flk_dist_stat: 2055 2055 2055 2094 2055 3104	StartL_stat: 3619535 3620314 3621094 3621094 3621873 3622652  | StartL_sd: 2204  | StartR_stat: 3621663 3622442 3623222 3623222 3624001 3624780  | StartR_sd: 2204  | flk_dist_stat: 2055 2055 2055 2055 2055 2055	mv&flp	StartL_stat: 431847 432109 432371 432371 432633 432895  | StartL_sd: 741  | StartR_stat: 3620588 3621896 3623205 3623205 3624514 3625822  | StartR_sd: 3701  | flk_dist_stat: 3188741 3189788 3190834 3190834 3191880 3192927	StartL_stat: 431845 431847 432368 432436 432895 433939  | StartL_sd: 659  | StartR_stat: 3621637 3623739 3624786 3625698 3627144 3631089  | StartR_sd: 2650  | flk_dist_stat: 3189791 3191886 3192415 3193262 3194507 3198192	inversion
kmer13106	mv&flp:intact_k	 mv&flp:2/18(0.11):27/29(0.93) intact_k:16/18(0.89):2/29(0.07)	StartL_stat: 3618420 3619728 3621037 3621037 3622346 3623654  | StartL_sd: 3701  | StartR_stat: 3620588 3621896 3623205 3623205 3624514 3625822  | StartR_sd: 3701  | flk_dist_stat: 2060 2060 2060 2060 2060 2060	StartL_stat: 3619469 3621571 3622618 3623530 3624976 3628921  | StartL_sd: 2650  | StartR_stat: 3621637 3623739 3624786 3625698 3627144 3631089  | StartR_sd: 2650  | flk_dist_stat: 2060 2060 2060 2060 2060 2060	mv&flp	StartL_stat: 431841 431887 431888 432473 432936 435035  | StartL_sd: 890  | StartR_stat: 3621602 3623150 3624719 3624871 3625834 3630044  | StartR_sd: 2297  | flk_dist_stat: 3188670 3190800 3191861 3192398 3193404 3198154	StartL_stat: 431887 431887 431888 431888 431888 431888  | StartL_sd: 1  | StartR_stat: 3621663 3622442 3623222 3623222 3624001 3624780  | StartR_sd: 2204  | flk_dist_stat: 3189776 3190555 3191334 3191334 3192113 3192892	inversion
kmer13096	intact_k:mv&flp	 intact_k:2/18(0.11):27/29(0.93) mv&flp:16/18(0.89):2/29(0.07)	StartL_stat: 1492803 1493325 1493876 1494495 1494926 1498088  | StartL_sd: 1578  | StartR_stat: 1501968 1502495 1503046 1503665 1504096 1507258  | StartR_sd: 1579  | flk_dist_stat: 9012 9017 9017 9016 9017 9027	StartL_stat: 1493873 1493879 1493886 1493886 1493892 1493898  | StartL_sd: 18  | StartR_stat: 1503043 1503049 1503056 1503056 1503062 1503068  | StartR_sd: 18  | flk_dist_stat: 9017 9017 9017 9017 9017 9017	mv&flp	StartL_stat: 2556434 2558270 2560106 2560106 2561943 2563779  | StartL_sd: 5194  | StartR_stat: 1553783 1554305 1554828 1554828 1555350 1555872  | StartR_sd: 1477  | flk_dist_stat: 1002468 1003782 1005096 1005096 1006410 1007724	StartL_stat: 2559586 2560634 2561680 2562334 2563776 2565883  | StartL_sd: 1984  | StartR_stat: 1554821 1554830 1555870 1556263 1557178 1559013  | StartR_sd: 1475  | flk_dist_stat: 1004577 1005620 1005626 1005888 1006669 1007725	inversion
kmer13092	intact_k:mv&flp	 intact_k:2/18(0.11):27/29(0.93) mv&flp:16/18(0.89):2/29(0.07)	StartL_stat: 2499558 2500606 2502656 2502373 2503748 2505871  | StartL_sd: 1853  | StartR_stat: 2505554 2506600 2508652 2508368 2509739 2511867  | StartR_sd: 1853  | flk_dist_stat: 5922 5927 5927 5926 5927 5932	StartL_stat: 2501651 2501658 2501666 2501666 2501674 2501681  | StartL_sd: 21  | StartR_stat: 2507647 2507654 2507662 2507662 2507670 2507677  | StartR_sd: 21  | flk_dist_stat: 5927 5927 5927 5927 5927 5927	mv&flp	StartL_stat: 2550285 2552121 2553958 2553958 2555794 2557630  | StartL_sd: 5194  | StartR_stat: 1544766 1545288 1545810 1545810 1546333 1546855  | StartR_sd: 1477  | flk_dist_stat: 1005519 1006833 1008147 1008147 1009461 1010775	StartL_stat: 2553437 2554485 2555532 2556119 2557627 2559734  | StartL_sd: 1874  | StartR_stat: 1545804 1545812 1546852 1547181 1547904 1549996  | StartR_sd: 1416  | flk_dist_stat: 1007628 1008670 1008676 1008938 1008941 1011825	inversion
kmer13078	mv&flp:intact_k	 mv&flp:2/18(0.11):27/29(0.93) intact_k:16/18(0.89):2/29(0.07)	StartL_stat: 1553833 1554355 1554878 1554878 1555400 1555922  | StartL_sd: 1477  | StartR_stat: 1544766 1545288 1545810 1545810 1546333 1546855  | StartR_sd: 1477  | flk_dist_stat: 9017 9017 9017 9017 9017 9017	StartL_stat: 1554871 1554880 1555920 1556313 1557228 1559063  | StartL_sd: 1475  | StartR_stat: 1545804 1545812 1546852 1547181 1547904 1549996  | StartR_sd: 1416  | flk_dist_stat: 9012 9017 9017 9082 9017 10066	mv&flp	StartL_stat: 1502018 1502545 1503096 1503715 1504146 1507308  | StartL_sd: 1579  | StartR_stat: 2505554 2506600 2508652 2508368 2509739 2511867  | StartR_sd: 1853  | flk_dist_stat: 1002444 1004293 1004558 1004654 1005602 1006663	StartL_stat: 1503093 1503099 1503106 1503106 1503112 1503118  | StartL_sd: 18  | StartR_stat: 2507647 2507654 2507662 2507662 2507670 2507677  | StartR_sd: 21  | flk_dist_stat: 1004554 1004555 1004556 1004556 1004558 1004559	inversion
kmer13071	mv&flp:intact_k	 mv&flp:2/18(0.11):27/29(0.93) intact_k:16/18(0.89):2/29(0.07)	StartL_stat: 3618498 3619806 3621115 3621115 3622424 3623732  | StartL_sd: 3701  | StartR_stat: 3620588 3621896 3623205 3623205 3624514 3625822  | StartR_sd: 3701  | flk_dist_stat: 2060 2060 2060 2060 2060 2060	StartL_stat: 3619547 3621649 3622696 3623608 3625054 3628999  | StartL_sd: 2650  | StartR_stat: 3621637 3623739 3624786 3625698 3627144 3631089  | StartR_sd: 2650  | flk_dist_stat: 2060 2060 2060 2060 2060 2060	mv&flp	StartL_stat: 431763 431809 431810 432395 432858 434957  | StartL_sd: 890  | StartR_stat: 3621602 3623150 3624719 3624871 3625834 3630044  | StartR_sd: 2297  | flk_dist_stat: 3188748 3190878 3191939 3192476 3193482 3198232	StartL_stat: 431809 431809 431810 431810 431810 431810  | StartL_sd: 1  | StartR_stat: 3621663 3622442 3623222 3623222 3624001 3624780  | StartR_sd: 2204  | flk_dist_stat: 3189854 3190633 3191412 3191412 3192191 3192970	inversion
kmer13061	mv&flp:intact_k	 mv&flp:2/18(0.11):27/29(0.93) intact_k:16/18(0.89):2/29(0.07)	StartL_stat: 2556359 2558195 2560032 2560032 2561868 2563704  | StartL_sd: 5194  | StartR_stat: 2550354 2552190 2554026 2554026 2555863 2557699  | StartR_sd: 5194  | flk_dist_stat: 5927 5927 5927 5927 5927 5927	StartL_stat: 2559511 2560559 2561606 2562259 2563701 2565808  | StartL_sd: 1984  | StartR_stat: 2553506 2554554 2555600 2556188 2557696 2559803  | StartR_sd: 1874  | flk_dist_stat: 5927 5927 5927 5993 5927 6976	mv&flp	StartL_stat: 1492878 1493400 1493951 1494570 1495001 1498163  | StartL_sd: 1578  | StartR_stat: 2499627 2500675 2502725 2502442 2503817 2505940  | StartR_sd: 1853  | flk_dist_stat: 1005478 1007328 1007593 1007689 1008637 1009698	StartL_stat: 1493948 1493954 1493960 1493960 1493967 1493973  | StartL_sd: 18  | StartR_stat: 2501720 2501728 2501735 2501735 2501742 2501750  | StartR_sd: 21  | flk_dist_stat: 1007589 1007590 1007592 1007592 1007593 1007594	inversion
kmer13060	intact_k:mv&flp	 intact_k:2/18(0.11):27/29(0.93) mv&flp:16/18(0.89):2/29(0.07)	StartL_stat: 1492878 1493400 1493951 1494570 1495001 1498163  | StartL_sd: 1578  | StartR_stat: 1501968 1502495 1503046 1503665 1504096 1507258  | StartR_sd: 1579  | flk_dist_stat: 9012 9017 9017 9016 9017 9027	StartL_stat: 1493948 1493954 1493960 1493960 1493967 1493973  | StartL_sd: 18  | StartR_stat: 1503043 1503049 1503056 1503056 1503062 1503068  | StartR_sd: 18  | flk_dist_stat: 9017 9017 9017 9017 9017 9017	mv&flp	StartL_stat: 2556359 2558195 2560032 2560032 2561868 2563704  | StartL_sd: 5194  | StartR_stat: 1553783 1554305 1554828 1554828 1555350 1555872  | StartR_sd: 1477  | flk_dist_stat: 1002393 1003707 1005021 1005021 1006335 1007649	StartL_stat: 2559511 2560559 2561606 2562259 2563701 2565808  | StartL_sd: 1984  | StartR_stat: 1554821 1554830 1555870 1556263 1557178 1559013  | StartR_sd: 1475  | flk_dist_stat: 1004502 1005546 1005552 1005813 1006594 1007650	inversion
kmer1303	mv&flp:intact_k	 mv&flp:2/18(0.11):27/29(0.93) intact_k:16/18(0.89):2/29(0.07)	StartL_stat: 3620735 3622044 3623352 3623352 3624660 3625969  | StartL_sd: 3701  | StartR_stat: 3618528 3619836 3621145 3621145 3622454 3623762  | StartR_sd: 3701  | flk_dist_stat: 2060 2060 2060 2060 2060 2060	StartL_stat: 3621784 3623886 3624932 3625845 3627290 3631236  | StartL_sd: 2650  | StartR_stat: 3619577 3621679 3622726 3623638 3625084 3629029  | StartR_sd: 2650  | flk_dist_stat: 2060 2060 2060 2060 2060 2060	mv&flp	StartL_stat: 3621749 3623297 3624866 3625018 3625981 3630191  | StartL_sd: 2297  | StartR_stat: 431733 431779 431780 432365 432828 434927  | StartR_sd: 890  | flk_dist_stat: 3188742 3190872 3191933 3192470 3193476 3198226	StartL_stat: 3621810 3622589 3623368 3623368 3624148 3624927  | StartL_sd: 2204  | StartR_stat: 431779 431779 431780 431780 431780 431780  | StartR_sd: 1  | flk_dist_stat: 3189848 3190627 3191406 3191406 3192185 3192964	inversion
kmer13026	intact_k:mv&flp	 intact_k:2/18(0.11):27/29(0.93) mv&flp:16/18(0.89):2/29(0.07)	StartL_stat: 2505623 2506668 2508721 2508437 2509808 2511936  | StartL_sd: 1853  | StartR_stat: 2499627 2500675 2502725 2502442 2503817 2505940  | StartR_sd: 1853  | flk_dist_stat: 5922 5927 5927 5926 5927 5932	StartL_stat: 2507716 2507724 2507731 2507731 2507738 2507746  | StartL_sd: 21  | StartR_stat: 2501720 2501728 2501735 2501735 2501742 2501750  | StartR_sd: 21  | flk_dist_stat: 5927 5927 5927 5927 5927 5927	mv&flp	StartL_stat: 1544697 1545219 1545742 1545742 1546264 1546786  | StartL_sd: 1477  | StartR_stat: 2550354 2552190 2554026 2554026 2555863 2557699  | StartR_sd: 5194  | flk_dist_stat: 1005474 1006788 1008102 1008102 1009416 1010730	StartL_stat: 1545735 1545744 1546784 1547112 1547835 1549927  | StartL_sd: 1416  | StartR_stat: 2553506 2554554 2555600 2556188 2557696 2559803  | StartR_sd: 1874  | flk_dist_stat: 1007583 1008625 1008632 1008893 1008896 1011780	inversion
kmer1302	intact_k:mv&flp	 intact_k:2/18(0.11):27/29(0.93) mv&flp:16/18(0.89):2/29(0.07)	StartL_stat: 3621749 3623297 3624866 3625018 3625981 3630191  | StartL_sd: 2297  | StartR_stat: 3619547 3621095 3622664 3622777 3623774 3627989  | StartR_sd: 2270  | flk_dist_stat: 2055 2055 2055 2094 2055 3104	StartL_stat: 3621810 3622589 3623368 3623368 3624148 3624927  | StartL_sd: 2204  | StartR_stat: 3619608 3620387 3621166 3621166 3621946 3622725  | StartR_sd: 2204  | flk_dist_stat: 2055 2055 2055 2055 2055 2055	mv&flp	StartL_stat: 3620735 3622044 3623352 3623352 3624660 3625969  | StartL_sd: 3701  | StartR_stat: 431774 432036 432298 432298 432560 432822  | StartR_sd: 741  | flk_dist_stat: 3188778 3189824 3190871 3190871 3191918 3192964	StartL_stat: 3621784 3623886 3624932 3625845 3627290 3631236  | StartL_sd: 2650  | StartR_stat: 431772 431774 432295 432363 432822 433866  | StartR_sd: 659  | flk_dist_stat: 3189828 3191923 3192452 3193299 3194544 3198229	inversion
kmer13016	intact_k:mv&flp	 intact_k:2/18(0.11):27/29(0.93) mv&flp:16/18(0.89):2/29(0.07)	StartL_stat: 429637 429683 429684 430269 430732 432831  | StartL_sd: 890  | StartR_stat: 431733 431779 431780 432365 432828 434927  | StartR_sd: 890  | flk_dist_stat: 2058 2058 2058 2058 2058 2058	StartL_stat: 429683 429683 429684 429684 429684 429684  | StartL_sd: 1  | StartR_stat: 431779 431779 431780 431780 431780 431780  | StartR_sd: 1  | flk_dist_stat: 2058 2058 2058 2058 2058 2058	mv&flp	StartL_stat: 429683 429945 430207 430207 430469 430731  | StartL_sd: 741  | StartR_stat: 3618528 3619836 3621145 3621145 3622454 3623762  | StartR_sd: 3701  | flk_dist_stat: 3188662 3189708 3190755 3190755 3191802 3192848	StartL_stat: 429681 429683 430204 430272 430731 431775  | StartL_sd: 659  | StartR_stat: 3619577 3621679 3622726 3623638 3625084 3629029  | StartR_sd: 2650  | flk_dist_stat: 3189712 3191807 3192336 3193183 3194428 3198113	inversion
